manufacturer,type,cc,engine,start,end,brand,name,oid,sid,comment
奥迪 (一汽奥迪),A6L (C5),1.8,ANQ,2000/1/1,2005/12/1,INA,张紧轮,058260511,5310309100,附件系
奥迪 (一汽奥迪),200,1.8 T,ANZ,1998/5/1,1999/9/1,INA,张紧轮,058260511,5310309100,附件系
奥迪 (一汽奥迪),A6L (C5),1.8 T,AWL,2000/7/1,2005/12/1,INA,张紧轮,058260511,5310309100,附件系
大众 (上海大众),帕萨特领驭 (B5),1.8,/,2009/1/1,-,INA,张紧轮,058260511,5310309100,附件系
大众 (上海大众),帕萨特领驭 (B5),1.8 T,/,2005/11/1,2009/4/1,INA,张紧轮,058260511,5310309100,附件系
大众 (上海大众),帕萨特 (B5),2.0,BFF,2003/2/1,2009/4/1,INA,张紧轮,058260511,5310309100,附件系
大众 (上海大众),波罗,1.4,BCC,2002/1/1,2006/3/1,INA,张紧轮,036109243AF,5310317100,正时系
大众 (上海大众),波罗,1.4,BCC,2003/6/1,2006/3/1,INA,张紧轮,036109243AF,5310317100,正时系
大众 (上海大众),波罗,1.4,BCC,2002/1/1,2006/3/1,INA,张紧轮,036109243AC,5310339100,正时系
大众 (上海大众),波罗,1.4,BCC,2003/6/1,2006/3/1,INA,张紧轮,036109243AC,5310339100,正时系
名爵 (南京名爵),7,2.5,25V6S,2007/8/1,2010/12/1,INA,张紧轮,710000162,5310377100,正时系
荣威 (上汽荣威),750,2.5,25K4F,2007/1/1,-,INA,张紧轮,LHB101630,5310377100,正时系
江淮,瑞风,2.4,G4JS,2002/2/1,-,INA,张紧轮,23357 38001,5310382200,正时系
猎豹 (长丰猎豹),猎豹,2.4,4G64S4M,1999/1/1,-,INA,张紧轮,MD352473,5310382200,正时系
猎豹 (长丰猎豹),猎豹,2.4,4 G 64,1999/1/1,-,INA,张紧轮,MD352473,5310382200,正时系
猎豹 (长丰猎豹),猎豹,2.4,4 G 64,2004/9/1,-,INA,张紧轮,MD352473,5310382200,正时系
奇瑞,V5,2.4,4G64S4M,2006/6/1,2007/6/1,INA,张紧轮,SMD352473,5310382200,正时系
奇瑞,东方之子,2.4,4G64S4M,2003/6/1,2007/12/1,INA,张紧轮,SMD352473,5310382200,正时系
奇瑞,瑞虎,2.4,4G64S4M,2005/11/1,2008/12/1,INA,张紧轮,SMD352473,5310382200,正时系
奇瑞,东方之子,2.0,4G63S4M,2004/3/1,2008/12/1,INA,张紧轮,SMD352473,5310382200,正时系
奇瑞,瑞虎,2.0,4G63S4M,2005/3/1,2008/12/1,INA,张紧轮,SMD352473,5310382200,正时系
日产 (郑州日产),奥丁,2.4,4G64S4M,2007/10/1,-,INA,张紧轮,MD192068,5310382200,正时系
三菱 (北京奔驰),欧蓝德,2.4,4 G 64,2006/7/1,-,INA,张紧轮,SMD352473,5310382200,正时系
三菱 (北京吉普),欧蓝德,2.4,4G64S4M,2004/1/1,2006/3/1,INA,张紧轮,MD192068,5310382200,正时系
三菱 (北京吉普),帕杰罗 运动版,2.4,4G64S4M,2003/1/1,2006/2/1,INA,张紧轮,SMD352473,5310382200,正时系
中华 (华晨中华),SY,2.4,4G64S4,2002/8/1,2006/12/1,INA,张紧轮,MD352473,5310382200,正时系
中华 (华晨中华),尊驰,2.4,4 G 64,2004/12/1,2006/12/1,INA,张紧轮,MD352473,5310382200,正时系
中华 (华晨中华),SY,2.0,4G63S4,2002/8/1,2006/12/1,INA,张紧轮,MD352473,5310382200,正时系
中华 (华晨中华),中华骏捷,2.0,4 G 63,2006/2/1,2008/12/1,INA,张紧轮,MD352473,5310382200,正时系
中华 (华晨中华),尊驰,2.0,4 G 63,2004/12/1,2009/7/1,INA,张紧轮,MD352473,5310382200,正时系
大众 (一汽大众),捷达,1.6,/,1998/1/1,2002/1/1,INA,张紧轮,06B109243,5310399200,正时系
奥迪 (一汽奥迪),A6L (C5),2.5 TDI,BND,2004/8/1,2005/12/1,INA,张紧轮,059109243J,5310402200,正时系
大众 (一汽大众),捷达,1.9 TDI,ALH,1998/8/1,2000/4/1,INA,张紧轮,038109243N,5310440300,正时系
奥迪 (一汽奥迪),A4 (B6),2.4,BDV,2004/1/1,2005/7/1,INA,张紧轮,078109243R,5310477200,正时系
奥迪 (一汽奥迪),A6L (C5),2.4,APS,1999/9/1,2005/12/1,INA,张紧轮,078109243R,5310477200,正时系
奥迪 (一汽奥迪),A6L (C5),2.4,BDV,2002/6/1,2005/12/1,INA,张紧轮,078109243R,5310477200,正时系
奥迪 (一汽奥迪),A6L (C5),2.8,BBG,2000/9/1,2005/7/1,INA,张紧轮,078109243R,5310477200,正时系
奥迪 (一汽奥迪),A6 (C5),2.8,ATX,1999/9/1,2005/12/1,INA,张紧轮,078109243R,5310477200,正时系
大众 (上海大众),帕萨特 (B5),2.8,BBG,2001/12/1,2006/12/1,INA,张紧轮,078109243R,5310477200,正时系
大众 (上海大众),帕萨特领驭 (B5),2.8,BBG,2005/11/1,-,INA,张紧轮,078109243S,5310477200,正时系
标致 (东风标致雪铁龙),307,1.6,TU5JP4,2004/8/1,-,INA,张紧轮,0829.C7,5310478100,正时系
雪铁龙 (东风标致雪铁龙),爱丽舍,1.6,TU5JP4,2002/6/1,2008/4/1,INA,张紧轮,0829.82,5310478100,正时系
雪铁龙 (东风标致雪铁龙),富康,1.6 16V,TU5JP4,2002/6/1,-,INA,张紧轮,0829.82,5310478100,正时系
奥迪 (一汽奥迪),200,1.8 T,ANZ,1998/5/1,1999/9/1,INA,张紧轮,058109243E,5310499200,正时系
奥迪 (一汽奥迪),A6L (C5),1.8,ANQ,2000/1/1,2005/12/1,INA,张紧轮,06B109243D,5310500200,正时系
奥迪 (一汽奥迪),A6 (C5),1.8 T,BGC,2006/7/1,2006/12/1,INA,张紧轮,06B109243D,5310500200,正时系
奥迪 (一汽奥迪),A6L (C5),1.8 T,AWL,2000/7/1,2005/12/1,INA,张紧轮,06B109243D,5310500200,正时系
大众 (上海大众),帕萨特 (B5),1.8,ANQ,2000/4/1,2003/2/1,INA,张紧轮,06B109243D,5310500200,正时系
大众 (一汽大众),宝来,1.6,/,2002/6/1,2004/10/1,INA,张紧轮,06B109243D,5310500200,正时系
大众 (一汽大众),宝来,1.8,BAF,2001/12/1,2006/12/1,INA,张紧轮,06B109243D,5310500200,正时系
大众 (一汽大众),宝来 HS,1.8,BAF,2006/10/1,2008/12/1,INA,张紧轮,06B109243D,5310500200,正时系
大众 (一汽大众),高尔夫,1.8,BAF,2003/7/1,2009/7/1,INA,张紧轮,06B109243D,5310500200,正时系
大众 (一汽大众),高尔夫,1.6,AWB,2003/8/1,2005/12/1,INA,张紧轮,06B109243D,5310500200,正时系
大众 (一汽大众),宝来,1.8 T,BAE,2001/12/1,2006/12/1,INA,张紧轮,06B109243D,5310500200,正时系
奥迪 (一汽奥迪),A4 (B6),3.0,BBJ,2003/2/1,2005/7/1,INA,张紧轮,06C109485A,5310501200,正时系
奥迪 (一汽奥迪),A4 (B7),3.0,BBJ,2005/7/1,2008/9/1,INA,张紧轮,06C109485A,5310501200,正时系
奥迪 (一汽奥迪),A6L (C6),3.0,BBJ,2005/3/1,2006/12/1,INA,张紧轮,06C109485A,5310501200,正时系
起亚 (东风悦达起亚),赛拉图,1.8,G4GB,2005/5/1,-,INA,张紧轮,24410 23500,5310528100,正时系
起亚 (东风悦达起亚),远舰,1.8,G4GB,2005/8/1,-,INA,张紧轮,24410 23500,5310528100,正时系
起亚 (东风悦达起亚),狮跑,2.0,G4GC,2007/11/1,-,INA,张紧轮,24410 23400,5310528100,正时系
起亚 (东风悦达起亚),狮跑,2.0,G4GC,2009/1/1,-,INA,张紧轮,24410 23400,5310528100,正时系
起亚 (东风悦达起亚),远舰,2.0,G4GC,2004/9/1,-,INA,张紧轮,24410 23500,5310528100,正时系
现代 (北京现代),伊兰特,1.6,G4GR,2003/12/1,-,INA,张紧轮,24410 23400,5310528100,正时系
现代 (北京现代),伊兰特,1.6,G4GA,2003/12/1,-,INA,张紧轮,24410 23400,5310528100,正时系
现代 (北京现代),伊兰特,1.8,G4GB,2003/12/1,-,INA,张紧轮,24410 23400,5310528100,正时系
现代 (北京现代),索纳塔,2.0,G4GC,2002/12/1,2007/7/1,INA,张紧轮,24410 23400,5310528100,正时系
现代 (北京现代),途胜,2.0,G4GC,2005/5/1,-,INA,张紧轮,24410 23400,5310528100,正时系
铃木 (长安铃木),奥拓,0.8,JL360Q,1992/1/1,2008/8/1,INA,张紧轮,12810 84001,5310530200,正时系
奥迪 (一汽奥迪),A6L (C5),1.8,ANQ,2000/1/1,2005/12/1,INA,张紧轮,06B109243B,5310531200,正时系
奥迪 (一汽奥迪),A4 (B6),1.8 T,BFB,2003/2/1,2005/7/1,INA,张紧轮,06B109243B,5310531200,正时系
奥迪 (一汽奥迪),A4 (B7),1.8 T,BKB,2005/7/1,2008/9/1,INA,张紧轮,06B109243B,5310531200,正时系
奥迪 (一汽奥迪),A6L (C5),1.8 T,AWL,2000/7/1,2005/12/1,INA,张紧轮,06B109243B,5310531200,正时系
大众 (上海大众),帕萨特 (B5),1.8 T,AWL,2001/1/1,2009/4/1,INA,张紧轮,06B109243B,5310531200,正时系
大众 (上海大众),帕萨特领驭 (B5),1.8 T,/,2005/11/1,2009/4/1,INA,张紧轮,06B109243E,5310531200,正时系
大众 (上海大众),途安,1.8 T,BPL,2005/5/1,-,INA,张紧轮,06B109243B,5310531200,正时系
大众 (一汽大众),速腾,1.8 T,BPL,2006/4/1,2008/4/1,INA,张紧轮,06B109243B,5310531200,正时系
起亚 (东风悦达起亚),狮跑,2.0,G4GC,2007/11/1,-,INA,张紧轮,24410 23050,5310532100,正时系
起亚 (东风悦达起亚),秀尔,2.0,/,2009/12/1,-,INA,张紧轮,24410-23050,5310532100,正时系
现代 (北京现代),i30,2.0,/,2009/7/1,-,INA,张紧轮,24410 23050,5310532100,正时系
标致 (东风标致雪铁龙),307,2.0,EW10J4,2004/8/1,2006/5/1,INA,张紧轮,0829.96,5310546100,正时系
雪铁龙 (东风标致雪铁龙),赛纳,2.0,EW10J4,2003/5/1,2005/12/1,INA,张紧轮,0829.92,5310546100,正时系
雪铁龙 (东风标致雪铁龙),赛纳毕加索,2.0,EW10J4,2002/1/1,2004/12/1,INA,张紧轮,0829.96,5310546100,正时系
大众 (上海大众),帕萨特 (B5),1.9 D,/,2008/1/1,2009/4/1,INA,张紧轮,038109243M,5310565300,正时系
大众 (一汽大众),宝来,1.9 TDI,ATD,2004/3/1,2006/12/1,INA,张紧轮,038109243M,5310565300,正时系
大众 (一汽大众),高尔夫,1.9 TDI,AGR,2001/5/1,-,INA,张紧轮,038109243M,5310565300,正时系
大众 (一汽大众),开迪,2.0,/,2005/3/1,2007/12/1,INA,张紧轮,038109243M,5310565300,正时系
奥迪 (一汽奥迪),A6L (C5),2.5 TDI,BND,2004/8/1,2005/12/1,INA,张紧轮,059109243L,5310573300,正时系
大众 (上海大众),桑塔纳,1.6,/,1996/8/1,-,INA,张紧轮,026109243E,5310600100,正时系
大众 (上海大众),桑塔纳,1.8,/,1996/8/1,-,INA,张紧轮,026109243E,5310600100,正时系
大众 (上海大众),桑塔纳,1.8,AFE,1996/8/1,-,INA,张紧轮,026109243E,5310600100,正时系
大众 (上海大众),桑塔纳,1.8,JV,1985/3/1,1996/8/1,INA,张紧轮,026109243E,5310600100,正时系
大众 (上海大众),桑塔纳2000,1.8,AFE,1996/4/1,2004/3/1,INA,张紧轮,026109243E,5310600100,正时系
大众 (上海大众),桑塔纳2000,1.8,JV,1995/4/1,2004/3/1,INA,张紧轮,026109243E,5310600100,正时系
大众 (一汽大众),捷达,1.6,ABX,1991/5/1,1999/12/1,INA,张紧轮,026109243E,5310600100,正时系
别克 (上海通用-别克),君威 I,2.0,L34,2003/2/1,2008/12/1,INA,张紧轮,90528603,5310626300,正时系
标致 (东风标致雪铁龙),206,1.6,TU5JP4,2006/1/1,2009/2/1,INA,张紧轮,0829.C8,5310632100,正时系
标致 (东风标致雪铁龙),307,1.6,TU5JP4,2004/8/1,-,INA,张紧轮,0829.C8,5310632100,正时系
标致 (东风标致雪铁龙),408,1.6,TU5JP4,2010/1/1,-,INA,张紧轮,0829.C8,5310632100,正时系
雪铁龙 (东风标致雪铁龙),世嘉,1.6,N6A,2008/10/1,-,INA,张紧轮,0829.F6,5310632100,正时系
起亚 (东风悦达起亚),嘉华,2.7,G6BA,2006/4/1,2010/12/1,INA,张紧轮,24810 37100,5310652200,正时系
起亚 (东风悦达起亚),狮跑,2.7,G6BA,2007/11/1,-,INA,张紧轮,24810 37100,5310652200,正时系
现代 (北京现代),索纳塔,2.5,G6BW,2002/12/1,2007/7/1,INA,张紧轮,24810 37120,5310652200,正时系
现代 (北京现代),途胜,2.7,G6BA,2005/5/1,-,INA,张紧轮,24810 37120,5310652200,正时系
丰田 (一汽丰田),皇冠,4.3,3UZ-FE,2009/12/1,-,INA,张紧轮,13505-50030,5310665200,正时系
丰田 (一汽丰田),兰德酷路泽,4.7,2UZ-FE,2007/12/1,-,INA,张紧轮,13505 50030,5310665200,正时系
丰田 (一汽丰田),陆地巡洋舰,4.7,2UZ-FE,2003/10/1,2007/7/1,INA,张紧轮,13505 50030,5310665200,正时系
丰田 (一汽丰田),兰德酷路泽,4.7,/,2007/12/1,-,INA,张紧轮,13505 50030,5310665200,正时系
荣威 (上汽荣威),550,1.8 T,18K4G,2008/6/1,-,INA,张紧轮,LHP100900,5310676300,正时系
荣威 (上汽荣威),750,1.8 T,/,2008/3/1,-,INA,张紧轮,LHP100900,5310676300,正时系
名爵 (南京名爵),TF,1.8,/,2008/5/1,-,INA,张紧轮,710000495,5310736100,附件系
奥迪 (一汽奥迪),A6L (C5),2.5 TDI,BND,2004/8/1,2005/12/1,INA,张紧轮,059145276,5310751300,附件系
标致 (东风标致雪铁龙),307,2.0,EW10A,2006/5/1,-,INA,张紧轮,0829.A9,5310770100,正时系
标致 (东风标致雪铁龙),408,2.0,EW10A,2010/1/1,-,INA,张紧轮,0816.G4,5310770100,正时系
雪铁龙 (东风标致雪铁龙),C5,2.3,/,2010/1/1,-,INA,张紧轮,9653137180,5310770100,正时系
雪铁龙 (东风标致雪铁龙),C5,2.0,EW10A,2009/1/1,-,INA,张紧轮,0829.A9,5310770100,正时系
雪铁龙 (东风标致雪铁龙),凯旋,2.0,EW10A,2006/5/1,-,INA,张紧轮,0829.A9,5310770100,正时系
雪铁龙 (东风标致雪铁龙),世嘉,2.0,EW10A,2008/10/1,-,INA,张紧轮,0829.A6,5310770100,正时系
奥迪 (一汽奥迪),A6L (C6),2.0 FSI,BPJ,2005/9/1,-,INA,张紧轮,06D109243B,5310777100,正时系
奥迪 (一汽奥迪),A4 (B7),2.0 T,BGB,2005/7/1,2008/9/1,INA,张紧轮,06D109243B,5310777100,正时系
别克 (上海通用-别克),英朗 GT,1.6,LDE,2010/6/1,-,INA,张紧轮,55574864,5310779100,正时系
别克 (上海通用-别克),英朗 XT,1.6,LDE,2010/1/1,-,INA,张紧轮,55574864,5310779100,正时系
别克 (上海通用-别克),英朗 GT,1.8,2H0,2010/6/1,-,INA,张紧轮,55574864,5310779100,正时系
别克 (上海通用-别克),君威 II,1.6 T,/,2009/9/1,-,INA,张紧轮,55562218,5310779100,正时系
别克 (上海通用-别克),英朗 GT,1.6 T,/,2010/6/1,-,INA,张紧轮,55562218,5310779100,正时系
别克 (上海通用-别克),英朗 XT,1.6 T,/,2010/1/1,-,INA,张紧轮,55562218,5310779100,正时系
雪佛兰 (上海通用-雪佛兰),科鲁兹,1.6,LDE,2009/4/1,-,INA,张紧轮,55570289,5310779100,正时系
雪佛兰 (上海通用-雪佛兰),科鲁兹,1.6,LDE,2009/4/1,-,INA,张紧轮,55574864,5310779100,正时系
雪佛兰 (上海通用-雪佛兰),乐骋,1.6,/,2011/5/1,-,INA,张紧轮,55574864,5310779100,正时系
雪佛兰 (上海通用-雪佛兰),景程,1.8,2H0,2009/10/1,-,INA,张紧轮,55570289,5310779100,正时系
雪佛兰 (上海通用-雪佛兰),景程,1.8,2H0,2009/10/1,-,INA,张紧轮,55574864,5310779100,正时系
雪佛兰 (上海通用-雪佛兰),科鲁兹,1.8,2H0,2009/4/1,-,INA,张紧轮,55570289,5310779100,正时系
雪佛兰 (上海通用-雪佛兰),科鲁兹,1.8,2H0,2009/4/1,-,INA,张紧轮,55574864,5310779100,正时系
雪佛兰 (上海通用-雪佛兰),科鲁兹,1.6 T,/,2010/11/1,-,INA,张紧轮,55574864,5310779100,正时系
本田 (广汽本田),雅阁 VII,2.4,K24A8,2003/1/1,2007/12/1,INA,张紧轮,31180-PNA-J01,5310827100,附件系
本田 (广汽本田),雅阁 VII,2.4,K24A4,2003/1/1,2007/12/1,INA,张紧轮,31180-PNA-003,5310827100,附件系
本田 (广汽本田),雅阁,2.0,K20A7,2007/10/1,-,INA,张紧轮,31180-PNA-003,5310827100,附件系
本田 (广汽本田),雅阁 VI,2.0,K20A7,1999/10/1,2002/12/1,INA,张紧轮,31180-PNA-003,5310827100,附件系
本田 (广汽本田),雅阁 VII,2.0,K20A7,2003/1/1,2007/12/1,INA,张紧轮,31180-PNA-003,5310827100,附件系
本田 (广汽本田),飞度,1.3,L13A3,2004/9/1,2008/7/1,INA,张紧轮,38942-PWA-004,5310830100,附件系
本田 (广汽本田),飞度,1.3,L13A3,2008/7/1,-,INA,张紧轮,38942-PWA-004,5310830100,附件系
本田 (广汽本田),飞度三厢,1.3,L13A3,2003/9/1,2006/4/1,INA,张紧轮,38942-PWA-004,5310830100,附件系
本田 (广汽本田),思迪,1.3,L13A3,2006/4/1,2008/12/1,INA,张紧轮,38942-PWA-004,5310830100,附件系
本田 (广汽本田),飞度,1.5,L15A1,2004/9/1,2008/7/1,INA,张紧轮,38942-PWA-004,5310830100,附件系
本田 (广汽本田),飞度,1.5,L15A7,2008/7/1,-,INA,张紧轮,38942-PWA-004,5310830100,附件系
本田 (广汽本田),飞度三厢,1.5,L15A1,2004/6/1,2006/4/1,INA,张紧轮,38942-PWA-004,5310830100,附件系
本田 (广汽本田),思迪,1.5,L15A1,2006/4/1,2008/12/1,INA,张紧轮,38942-PWA-004,5310830100,附件系
起亚 (东风悦达起亚),赛拉图,1.6,G4ED,2005/5/1,2006/8/1,INA,张紧轮,97834 2D520,5310832100,附件系
起亚 (东风悦达起亚),赛拉图,1.6,G4ED,2006/8/1,-,INA,张紧轮,97834 2D520,5310832100,附件系
起亚 (东风悦达起亚),赛拉图,1.6,G4ED,2007/12/1,-,INA,张紧轮,97834 2D520,5310832100,附件系
起亚 (东风悦达起亚),赛拉图,1.8,G4GB,2005/5/1,-,INA,张紧轮,97834 2D520,5310832100,附件系
现代 (北京现代),雅绅特,1.4,G4EE,2006/2/1,-,INA,张紧轮,97834 22100,5310832100,附件系
现代 (北京现代),雅绅特,1.6,G4ED,2006/2/1,-,INA,张紧轮,97834 22100,5310832100,附件系
现代 (北京现代),伊兰特,1.6,G4GA,2003/12/1,-,INA,张紧轮,97834 29010,5310832100,附件系
现代 (北京现代),伊兰特,1.8,G4GB,2003/12/1,-,INA,张紧轮,97834 29010,5310832100,附件系
大众 (上海大众),帕萨特领驭 (B5),1.8,/,2009/1/1,-,INA,张紧轮,06A109243A,5310840100,正时系
丰田 (一汽丰田),威驰,1.3,2SZ-FE,2005/10/1,2008/2/1,INA,张紧轮,16603 23021,5310856100,附件系
丰田 (一汽丰田),威驰,1.5,3SZ-FE,2005/10/1,2008/2/1,INA,张紧轮,16603 23021,5310856100,附件系
比亚迪,F3,1.5,4 G 15 S,2007/9/1,2010/12/1,INA,张紧轮,471Q-1000806A,5310862100,正时系
比亚迪,G3,1.5,4 G 15 S,2009/10/1,2010/10/1,INA,张紧轮,471Q-1000806A,5310862100,正时系
比亚迪,L3,1.5,/,2010/12/1,-,INA,张紧轮,471Q-1000806A,5310862100,正时系
比亚迪,F3,1.6,4G18,2005/9/1,2010/12/1,INA,张紧轮,471Q-1000806A,5310862100,正时系
比亚迪,F3-R,1.6,4G18,2007/9/1,-,INA,张紧轮,471Q-1000806A,5310862100,正时系
比亚迪,F3,1.5,4G15,2005/9/1,-,INA,张紧轮,471Q-1000806A,5310862100,正时系
比亚迪,F3,1.6,4G18S2,2005/3/1,-,INA,张紧轮,471Q-1000806A,5310862100,正时系
海马汽车,福美来 II,1.6,4G18,2007/3/1,2010/11/1,INA,张紧轮,471Q-1000806,5310862100,正时系
海马汽车,福美来,1.6,4G18,2007/1/1,-,INA,张紧轮,471Q-1000806,5310862100,正时系
海马汽车,福美来 II,1.6,4G18,2006/9/1,-,INA,张紧轮,471Q-1000806,5310862100,正时系
中华 (华晨中华),骏捷 FSV,1.6,4 G 18,2009/7/1,-,INA,张紧轮,471Q-1000806A,5310862100,正时系
雪佛兰 (上海通用-雪佛兰),乐骋,1.2,B12,2008/3/1,2010/5/1,INA,张紧轮,96416331,5310864100,正时系
雪佛兰 (上海通用-雪佛兰),乐风,1.2,B12,2008/12/1,2010/12/1,INA,张紧轮,96416331,5310864100,正时系
宝马 (华晨宝马),5 (E60),2.5 (523i),N 52 B 25,2003/3/1,2007/12/1,INA,惰轮,11281748131,5320001100,附件系
宝马 (华晨宝马),5 (E60),2.5 (525i),M54256S5,2004/4/1,2006/2/1,INA,惰轮,11281748131,5320001100,附件系
宝马 (华晨宝马),5 (E60),3.0 (530i),M 54 B 30,2003/10/1,2005/6/1,INA,惰轮,11281748131,5320001100,附件系
别克 (上海通用-别克),凯越,1.8,T18SED,2003/8/1,2008/5/1,INA,惰轮,9128738,5320039100,正时系
别克 (上海通用-别克),君威 I,2.0,L34,2003/2/1,2008/12/1,INA,惰轮,93307189,5320039100,正时系
雪佛兰 (上海通用-雪佛兰),景程,2.0,L34,2006/4/1,2009/9/1,INA,惰轮,9128738,5320039100,正时系
雪佛兰 (上海通用-雪佛兰),景程,2.0,T20SED,2006/4/1,2009/9/1,INA,惰轮,9128738,5320039100,正时系
海马汽车,3,1.6,"TRITEC 1,6",40057,-,INA,正时惰轮,B660-12-730,5320068200,正时系
海马汽车,福美来 II,1.6,"TRITEC 1,6",38961,40483,INA,正时惰轮,B660-12-730,5320068200,正时系
海马汽车,普力马,1.6,B64F,40087,-,INA,正时惰轮,B660-12-730,5320068200,正时系
东风 (东风柳州),风行,1.8,4 G 93,2007/12/1,-,INA,惰轮,DAMD156604,5320074200,正时系
东南 (东南汽车),得利卡,2.4,4G64S4M,1997/4/1,2003/8/1,INA,惰轮,SMD192731…4,5320074200,正时系
东南 (东南汽车),富利卡,2.0,4G63,2000/3/1,2004/9/1,INA,惰轮,MD156604…1,5320074200,正时系
东南 (东南汽车),富利卡,2.0,4G63,2000/4/1,2003/8/1,INA,惰轮,DAMD156604,5320074200,正时系
哈飞,赛豹 5,1.8,4 G 93,2007/1/1,-,INA,惰轮,DAMD156604,5320074200,正时系
猎豹 (长丰猎豹),猎豹,2.0,4 G 63,2004/9/1,-,INA,惰轮,DAMD156604,5320074200,正时系
日产 (郑州日产),奥丁,2.4,4G64S4M,2007/10/1,-,INA,惰轮,MD121993,5320074200,正时系
三菱 (北京奔驰),欧蓝德,2.4,4 G 64,2006/7/1,-,INA,惰轮,SMD156604,5320074200,正时系
三菱 (北京吉普),欧蓝德,2.4,4G64S4M,2004/1/1,2006/3/1,INA,惰轮,MD121993,5320074200,正时系
三菱 (北京吉普),帕杰罗 运动版,2.4,4G64S4M,2003/1/1,2006/2/1,INA,惰轮,MD156604,5320074200,正时系
三菱 (北京吉普),帕杰罗 运动版,2.4,4G64S4M,2003/1/1,2006/2/1,INA,惰轮,MD192731,5320074200,正时系
三菱 (北京吉普),帕杰罗 运动版,2.4,4G64S4M,2003/1/1,2006/2/1,INA,惰轮,SMD192731,5320074200,正时系
长城,哈弗,2.4,4 G 64,2005/11/1,2008/10/1,INA,惰轮,SMD156604,5320074200,正时系
长城,哈弗,2.4,4G64,2005/6/1,-,INA,惰轮,SMD156604,5320074200,正时系
中华 (华晨中华),骏捷,1.8,4 G 93,2008/12/1,-,INA,惰轮,DAMD156604,5320074200,正时系
中华 (华晨中华),酷宝,1.8,4 G 93,2007/9/1,-,INA,惰轮,DAMD156604,5320074200,正时系
中华 (华晨中华),中华骏捷,1.8,4 G 93,2006/2/1,2010/7/1,INA,惰轮,DAMD156604,5320074200,正时系
中华 (华晨中华),尊驰,1.8,4 G 93,2007/8/1,2010/12/1,INA,惰轮,DAMD156604,5320074200,正时系
中华 (华晨中华),SY,2.4,4G64S4,2002/8/1,2006/12/1,INA,惰轮,MD156604,5320074200,正时系
中华 (华晨中华),SY,2.0,4G63S4,2002/8/1,2006/12/1,INA,惰轮,MD156604,5320074200,正时系
海马汽车,3,1.8,FP-DE,2007/6/1,2010/12/1,INA,惰轮,FS01-12-730AL,5320100200,正时系
海马汽车,普力马,1.8,FP-DE,2007/3/1,2009/10/1,INA,惰轮,FS01-12-730AL,5320100200,正时系
海马汽车,福美来,1.8,FP-DE,2002/6/1,2006/8/1,INA,惰轮,FS01-12-730AL,5320100200,正时系
海马汽车,福美来,1.8,FP-DE,2002/10/1,2006/12/1,INA,惰轮,FS01-12-730AL,5320100200,正时系
海马汽车,普力马,1.8,FP,2001/3/1,-,INA,惰轮,FS01-12-730AL,5320100200,正时系
雪佛兰 (上海通用-雪佛兰),赛欧,1.6,L01,2005/2/1,2007/12/1,INA,惰轮,93297272,5320109100,附件系
大众 (一汽大众),捷达,1.9 TDI,ALH,1998/8/1,2000/4/1,INA,惰轮,038109244M,5320111100,正时系
雪铁龙 (东风标致雪铁龙),C5,3.0,/,2010/1/1,-,INA,惰轮,0830.58,5320140200,正时系
雪铁龙 (东风标致雪铁龙),C5,3.0,/,2010/1/1,-,INA,惰轮,0830.59,5320141200,正时系
标致 (东风标致雪铁龙),307,1.6,TU5JP4,2004/8/1,-,INA,惰轮,0830.61,5320142100,正时系
